"company_name","company_number","company_status","company_type","company_subtype","removed_date","registered_date","nature_of_business","registered_office_address","postcode","sectorCodes","incorporation_year","incorporation_month","incorporation_day","dissolution_year","dissolution_month","dissolution_day","Latitude","Longitude"
"CATERING LOGISTIC LTD","11192921","Active","Private limited company","","","","56210","3 Beeston Close Birmingham B6 5UE","B6 5UE","56","2018","2","7","","","","52.503153","-1.8774380000000002",
"ROMA 2 LIMITED","7723708","Active","Private limited company","","","","59200","351 Lichfield Road Aston Birmingham B6 7ST","B6 7ST","59","2011","8","1","","","","52.504350555555554","-1.8703082222222223",
"SUPREME HOUSING LIMITED","11588477","Active","Private limited company","","","","68201","O'Reillys Public House 1 Lichfield Road Birmingham B6 5RW","B6 5RW","68","2018","9","25","","","","52.49832525","-1.883304125",
"JOINEX DISPLAYS LIMITED","3859409","Active","Private limited company","","","","43999","Unit 27 Deykin Park Industrial Estate Deykin Avenue Witton B6 7HN","B6 7HN","43","1999","10","14","","","","52.5147074","-1.8770047",
"ASHAKIL LTD","11597660","Active","Private limited company","","","","56103","133 Tame Road Birmingham B6 7DG","B6 7DG","56","2018","10","1","","","","52.511407399999996","-1.8791997999999999",
"ZH CONTRACTING LIMITED","11952849","Active","Private limited company","","","","74909","27 Charles Road Aston Birmingham B6 6RY","B6 6RY","74","2019","4","18","","","","52.509449","-1.8806930000000002",
"HH GLOBAL LOGISTICS LTD","12375690","Active","Private limited company","","","","51210 52241 52242 82990","25 Arden Road Aston Birmingham B6 6AP","B6 6AP","51 52  82","2019","12","23","","","","52.50683055555555","-1.8983222222222222",
"J & P FRESH LIMITED","11215925","Active","Private limited company","","","","46310","Unit No.3 Wholesale Market Nobel Way Birmingham B6 7EU","B6 7EU","46","2018","2","20","","","","52.5135","-1.8857386666666665",
"SPY IT LIMITED","7109407","Active","Private limited company","","","","99999","382 Aston Lane Witton B6 6QN","B6 6QN","99","2009","12","21","","","","52.512214461538456","-1.8874132307692308",
"RNZ HOLDINGS LIMITED","13345139","Active","Private limited company","","","","64991","11 Prestbury Road Birmingham B6 6EP","B6 6EP","64","2021","4","19","","","","52.505318","-1.889687",
"SKIM REAL ESTATE INVESTMENTS LIMITED","10460985","Active","Private limited company","","","","68100 68209","351 Lichfield Road Aston Birmingham B6 7ST","B6 7ST","68 ","2016","11","3","","","","52.504350555555554","-1.8703082222222223",
"VIOLETA PATISSERIE UK LTD","12516249","Active","Private limited by guarantee without share capital","","","","56210 56290","195 Trinity Road Birmingham B6 6HL","B6 6HL","56 ","2020","3","13","","","","52.5086362","-1.8885019999999997",
"YEW TREE HOUSING LIMITED","12397777","Active","Private limited company","","","","68100 68209 68310 68320","133 Tame Road Birmingham B6 7DG","B6 7DG","68   ","2020","1","10","","","","52.511407399999996","-1.8791997999999999",
"IMAN HOUSING LTD","10530711","Active","Private limited company","","","","68209","37 Prestbury Road Aston Birmingham B6 6EH","B6 6EH","68","2016","12","17","","","","52.50563999999999","-1.8911584000000001",
"LUZKA LTD","10910049","Active","Private limited company","","","","31090","(Unit 1) 6 Arden Road Birmingham B6 6AD","B6 6AD","31","2017","8","10","","","","52.506591400000005","-1.9014285999999998",
"HAPPY HAULAGE LTD","11285873","Active","Private limited company","","","","49410 49420","28 Prestbury Road Birmingham B6 6EP","B6 6EP","49 ","2018","4","3","","","","52.505318","-1.889687",
"BLONDU CARGO LTD","11326084","Active","Private limited company","","","","49410","83 Electric Avenue Birmingham B6 7ED","B6 7ED","49","2018","4","24","","","","52.51178663636363","-1.875153",
"BROMFORD MOTORS LTD","13354745","Active","Private limited company","","","","45200","133 Tame Road Birmingham B6 7DG","B6 7DG","45","2021","4","23","","","","52.511407399999996","-1.8791997999999999",
"BEESWIFT LIMITED","1569085","Active","Private limited company","","","","46420","Unit 1 The Hub Nobel Way Birmingham B6 7EU","B6 7EU","46","1981","6","19","","","","52.5135","-1.8857386666666665",
"DREAMCATCHER PRODUCTION STUDIOS LTD","12605438","Active","Private limited company","","","","59111","183 Frederick Road Aston Birmingham B6 6BP","B6 6BP","59","2020","5","15","","","","52.504107000000005","-1.8879421250000001",
"SAFETY GEAR (EUROPE) LTD","6820020","Active","Private limited company","","","","46420","Unit 1 The Hub Nobel Way Birmingham B6 7EU","B6 7EU","46","2009","2","16","","","","52.5135","-1.8857386666666665",
"HORSWOOD (MIDLANDS) LIMITED","796463","Active","Private limited company","","","","27900","18 - 22 Birch Road East Birmingham B6 7DB","B6 7DB","27","1964","3","16","","","","52.51617925","-1.8749145",
"PROPERTY LETTING BIRMINGHAM LTD","11603137","Active","Private limited company","","","","68320","C/O Know Tax Accountants 90 New Town Row Aston Birmingham B6 4HZ","B6 4HZ","68","2018","10","3","","","","52.4917316","-1.8960056",
"D J B BUSINESS SOLUTIONS LIMITED","6670352","Active","Private limited company","","","","70229","Office B6 1st Floor Lodge House Cow Lane Burnley BB11 1NN","B11 1NN","70","2008","8","12","","","","53.78924","-2.2474",
"FITKIT UK PROPERTIES LIMITED","10851701","Active","Private limited company","","","","68209","133 Tame Road Birmingham B6 7DG","B6 7DG","68","2017","7","5","","","","52.511407399999996","-1.8791997999999999",
"B S POLYTHENE HOLDINGS LIMITED","10863645","Active","Private limited company","","","","96090","25 Dulverton Road Witton Birmingham B6 7EQ","B6 7EQ","96","2017","7","13","","","","52.51180033333333","-1.8760085000000002",
"ASTON BAINBRIDGE LIMITED","10869898","Active","Private limited company","","","","68100","86 Portland Road Birmingham B6 9QU","B6 9QU","68","2017","7","17","","","","37.8021525","-122.418651",
"AS DUHRA LTD","10898361","Active","Private limited company","","","","53202","133 Tame Road Birmingham B6 7DG","B6 7DG","53","2017","8","3","","","","52.511407399999996","-1.8791997999999999",
"SHARIF INVESTMENT LTD","11954451","Active","Private limited company","","","","68209","First Floor 2 Bevington Road Aston Birmingham B6 6JB","B6 6JB","68","2019","4","18","","","","52.50906571428572","-1.8898844285714287",
"SEWING BOX LTD","11984319","Active","Private limited company","","","","47789","133 Tame Road Birmingham B6 7DG","B6 7DG","47","2019","5","8","","","","52.511407399999996","-1.8791997999999999",
"TRAFFORD MOOR HOLDINGS LTD","12294531","Active","Private limited company","","","","64209","Office B6 1st Floor Lodge House Cow Lane Burnley BB11 1NN","B11 1NN","64","2019","11","1","","","","53.78924","-2.2474",
"THE KRAZEE HORSE LIMITED","12313444","Active","Private limited company","","","","96090","112 - 114 Tame Road Witton Birmingham B6 7EZ","B6 7EZ","96","2019","11","13","","","","52.510340600000006","-1.8776412",
"HOPPERS AUTOBREAK LIMITED","12316669","Active","Private limited company","","","","68209","216 Electric Avenue Aston Birmingham B6 7EG","B6 7EG","68","2019","11","15","","","","52.50732059999999","-1.8742652",
"GOLDEN TOUCH HOME IMPROVMENTS LTD","12321010","Active","Private limited company","","","","43341","188 Lichfield Road Birmingham B6 5SY","B6 5SY","43","2019","11","19","","","","52.50234760000001","-1.876144",
"EXTREME RECOVERY LIMITED","11445369","Active","Private limited company","","","","45112 52290","351 Lichfield Road Aston Birmingham B6 7ST","B6 7ST","45 52","2018","7","3","","","","52.504350555555554","-1.8703082222222223",
"KANG PROPERTY INVESTMENTS LTD","13501738","Active","Private limited company","","","","68100 68209","C/O Know Tax 90 New Town Row Aston Birmingham B6 4HZ","B6 4HZ","68 ","2021","7","8","","","","52.4917316","-1.8960056",
"PRO TALENT GROUP LTD","13532908","Active","Private limited company","","","","81299","Flat 76b Barry Jackson Tower Estone Walk Birmingham B6 5BY","B6 5BY","81","2021","7","27","","","","52.5013066","-1.8881872000000002",
"BLUETECH LTD","11429503","Active","Private limited company","","","","62020","159 Bevington Road Aston Birmingham B6 6HS","B6 6HS","62","2018","6","22","","","","52.50592959999999","-1.8882044",
"AMCI GLOBAL LIMITED","13204417","Active","Private limited company","","","","58110 73120 74909","133 Tame Road Birmingham B6 7DG","B6 7DG","58 73 74","2021","2","16","","","","52.511407399999996","-1.8791997999999999",
"ENDEAVOUR MINIBUSES LIMITED","13747833","Active","Private limited company","","","","45200 49390","30 Plume Street Aston Birmingham B6 7RT","B6 7RT","45 49","2021","11","17","","","","52.503882","-1.8691876",
"TRURO PROPERTIES LTD","13768185","Active","Private limited company","","","","68209","21 Wainwright Street Birmingham B6 5TH","B6 5TH","68","2021","11","26","","","","52.49992160000001","-1.8779852000000001",
"INTERSTELLER SELLERS LTD","13556495","Active","Private limited company","","","","47990","133 Tame Road Birmingham B6 7DG","B6 7DG","47","2021","8","9","","","","52.511407399999996","-1.8791997999999999",
"FMD TRANSPORT LTD","13619390","Active","Private limited company","","","","49410 82990","23 Hanover Close Birmingham B6 5ES","B6 5ES","49 82","2021","9","14","","","","52.50175946153846","-1.8921980769230768",
"ADINSPIRE LTD","13647142","Active","Private limited company","","","","47610 47620 85600","276 Witton Road Birmingham B6 6NX","B6 6NX","47  85","2021","9","28","","","","52.50888185714286","-1.8914525714285715",
"PROPERTY BY PRIFTI LIMITED","13699512","Active","Private limited company","","","","98000","81 Witton Road Birmingham B6 6JR","B6 6JR","98","2021","10","22","","","","52.50769929411765","-1.8918942941176469",
"EYFECT LTD","13484353","Active","Private limited company","","","","47910","41 Atlas Trading Estate Brookvale Road Birmingham B6 7EX","B6 7EX","47","2021","6","29","","","","52.51531885714286","-1.881598857142857",
"ALFA COACHING LTD","13700946","Active","Private limited company","","","","93130","140 Freer Road Birmingham B6 6NB","B6 6NB","93","2021","10","25","","","","52.5070796","-1.8964752",
"STECHFORD TRUCKS & TRAILERS LTD","13709690","Active","Private limited company","","","","45200","133 Tame Road Birmingham B6 7DG","B6 7DG","45","2021","10","28","","","","52.511407399999996","-1.8791997999999999",
"SW RECRUITMENT (MIDLANDS) LTD","13734192","Active","Private limited company","","","","78300","133 Tame Road Birmingham B6 7DG","B6 7DG","78","2021","11","10","","","","52.511407399999996","-1.8791997999999999",
"DANCE WITH STAGO C.I.C.","13590549","Active","Private limited by guarantee without share capital","Community Interest Company (CIC)","","","85590 90010 93130","144 Potters Lane Potters Lane Aston Birmingham B6 4UU","B6 4UU","85 90 93","2021","8","27","","","","52.49910257142857","-1.894530857142857",
"BLUE CLOUD CYBER SOLUTIONS LTD","13601673","Active","Private limited company","","","","62020","120 Trinity Road Birmingham B6 6LT","B6 6LT","62","2021","9","3","","","","52.50798480000001","-1.8925834000000001",
"ASANA LEISURE LIMITED","13188292","Active","Private limited company","","","","56101","21 Wainwright Street Birmingham B6 5TH","B6 5TH","56","2021","2","9","","","","52.49992160000001","-1.8779852000000001",
"IKSHAA LTD","10820413","Active","Private limited company","","","","47710 47910 47990","133 Tame Road Birmingham B6 7DG","B6 7DG","47  ","2017","6","15","","","","52.511407399999996","-1.8791997999999999",
"KANGH SERVICES LIMITED","13414017","Active","Private limited company","","","","52290 70229","30 Heanor Croft Birmingham B6 7NX","B6 7NX","52 70","2021","5","21","","","","52.50422580000001","-1.8757148000000001",
"0121 LAD LTD","11599892","Active","Private limited company","","","","53202","90 New Town Row Aston Birmingham B6 4HZ","B6 4HZ","53","2018","10","2","","","","52.4917316","-1.8960056",
"FISHER AUTOMOTIVE LIMITED","10883830","Active","Private limited company","","","","99999","112 - 114 Tame Road Witton Birmingham B6 7EZ","B6 7EZ","99","2017","7","26","","","","52.510340600000006","-1.8776412",
"ACE BARBERS LIMITED","8716841","Active","Private limited company","","","","96020","325 Aston Lane Aston Birmingham B6 6QR","B6 6QR","96","2013","10","3","","","","52.512235","-1.886311",
"HUSSAIN FINANCE LIMITED","11212608","Active","Private limited company","","","","96090","109 Whitehead Road Whitehead Road Birmingham B6 6ER","B6 6ER","96","2018","2","19","","","","52.505261222222224","-1.8906562222222218",
"DINAL XPRESS LTD","11845133","Active","Private limited company","","","","53202","417a Witton Road Birmingham B6 6SP","B6 6SP","53","2019","2","25","","","","52.512091125","-1.88580325",
"THE ONE SPORTS ACADEMY CIC","11498377","Active","Private limited by guarantee without share capital","Community Interest Company (CIC)","","","85510","265 Flat A Lichfield Road Birmingham B6 7QP","B6 7QP","85","2018","8","3","","","","52.5034861875","-1.8718909375",
"TAN DISTRIBUTERS LIMITED","10906468","Active","Private limited company","","","","47910","2 Woodridge Birmingham B6 6LN","B6 6LN","47","2017","8","9","","","","52.508719333333346","-1.897651111111111",
"NTW INVESTMENTS LTD","11769680","Active","Private limited company","","","","68100","73 Birch Road East Witton Birmingham B6 7DA","B6 7DA","68","2019","1","16","","","","52.51598871428572","-1.875492357142857",
"POUNTNEY DEVELOPMENTS LLP","OC360768","Active","Limited liability partnership","","",""," ","382 Aston Lane Witton B6 6QN","B6 6QN","","2011","1","11","","","","52.512214461538456","-1.8874132307692308",
"ASTON VILLA WOMEN'S FOOTBALL CLUB LIMITED","8414046","Active","Private limited company","","","","93120","Villa Park Trinity Road Birmingham B6 6HE","B6 6HE","93","2013","2","21","","","","52.50904937931035","-1.8851134482758618",
"MR CHRISTMAS LIMITED","13164605","Active","Private limited company","","","","46900","Unit 7 Telsen Centre 55 Thomas Street Birmingham B6 4TN","B6 4TN","46","2021","1","28","","","","52.49578208333333","-1.8886511666666668",
"GLOBAL HOUSE MIDLANDS LTD","10850074","Active","Private limited company","","","","47599","Unit B2 Miller Street Birmingham B6 4NF","B6 4NF","47","2017","7","4","","","","52.493463399999996","-1.8906850000000002",
"METCALFE'S WINDOW CLEANING SERVICES LTD","12451791","Active","Private limited company","","","","96090","Office B6 1st Floor Lodge House Cow Lane Burnley BB11 1NN","B11 1NN","96","2020","2","10","","","","53.78924","-2.2474",
"BROMFORD MILL PROPERTIES LIMITED","8361329","Active","Private limited company","","","","55100","Cuckoo Wharf Ground Floor Cuckoo Wharf Lichfield Road Birmingham B6 7SS","B6 7SS","55","2013","1","15","","","","52.507068100000005","-1.8648373000000003",
"MAGMAN INSPECTION LTD","7944758","Active","Private limited company","","","","39000","Office B6 1st Floor Lodge House Cow Lane Burnley BB11 1NN","B11 1NN","39","2012","2","10","","","","53.78924","-2.2474",
"CLASSICAL FRY LTD","13211480","Active","Private limited company","","","","56103","133 Tame Road Birmingham B6 7DG","B6 7DG","56","2021","2","18","","","","52.511407399999996","-1.8791997999999999",
"PAUL WALTON ENGINEERING LTD","12454081","Active","Private limited company","","","","96090","Office B6 1st Floor Lodge House Cow Lane Burnley BB11 1NN","B11 1NN","96","2020","2","10","","","","53.78924","-2.2474",
"P.D.Q. DISTRIBUTION LIMITED","2105582","Active","Private limited company","","","","52103","6 Pavilion Drive Holford Birmingham B6 7BB","B6 7BB","52","1987","3","3","","","","52.51910266666666","-1.8880665833333332",
"AL.HASHMI HAJJ & UMMRAH TOURS LIMITED","4946720","Active","Private limited company","","","","79110","40 Trinity Road Birmingham B6 6AL","B6 6AL","79","2003","10","29","","","","52.508308285714286","-1.9008681428571426",
"HYDRAFORCE LIMITED","7526174","Active","Private limited company","","","","32990","Advanced Manufacturing Hub 250 Aston Hall Road Birmingham B6 7FE","B6 7FE","32","2011","2","11","","","","52.507644428571425","-1.8691352857142858",
"NETWORK MANAGED SOLUTIONS LIMITED","13776003","Active","Private limited company","","","","64209","4 Holford Way Holford Industrial Estate Witton Birmingham B6 7AX","B6 7AX","64","2021","12","1","","","","52.5189719","-1.8824944",
"HUSNA BEAUTY LASER CLINIC LTD","9595789","Active","Private limited company","","","","96020","225 Frederick Road Birmingham B6 6BS","B6 6BS","96","2015","5","18","","","","52.50463933333334","-1.8934152222222218",
"ADVANCED WATER MAINTENANCE LTD","3837859","Active","Private limited company","","","","81221","Office B6 Lodge House Cow Lane Burnley BB11 1NN","B11 1NN","81","1999","9","8","","","","53.78924","-2.2474",
"L H EDUCATIONAL SERVICES LTD","11188396","Active","Private limited company","","","","96090","Office B6 Lodge House Cow Lane Burnley BB11 1NN","B11 1NN","96","2018","2","5","","","","53.78924","-2.2474",
"NEW HOPE EDUCATION CIC","9486482","Active","Private limited by guarantee without share capital","Community Interest Company (CIC)","","","85590 85600","2nd Floor (Above Birchfield Library) 3 Trinity Road Birmingham B6 6AH","B6 6AH","85 ","2015","3","12","","","","52.58367765","-1.8222243666685465",
"LITTLE OAKS BUILDING CENTRE LTD","7198873","Active","Private limited company","","","","46130","83 Little Oaks Road Aston Birmingham B6 6JX","B6 6JX","46","2010","3","23","","","","52.5067416","-1.8896626",
"DAIRYFRESH LTD","8028981","Active","Private limited company","","","","46330","79-81 Chester Street Aston Birmingham B6 4AE","B6 4AE","46","2012","4","13","","","","52.49478287499999","-1.88309475",
"MCDERMOTT INVESTMENTS LIMITED","11147331","Active","Private limited company","","","","70100","Linton House Catherine Street Aston Birmingham B6 5RS","B6 5RS","70","2018","1","12","","","","52.499491000000006","-1.8803383333333334",
"JOHN FALLOWS ACCOUNTANTS LTD","4492368","Active","Private limited company","","","","69201","Office B6 1st Floor Lodge House Cow Lane Burnley BB11 1NN","B11 1NN","69","2002","7","23","","","","53.78924","-2.2474",
"BIRMINGHAM EGG MARKETING LIMITED","1225403","Active","Private limited company","","","","46320 46330","Units 69/71 Poultry Market 7 Nobel Way Witton Birmingham B6 7EU","B6 7EU","46 ","1975","9","5","","","","52.516041518181815","-1.8868997818181816",
"ILLUMINATED FOX LTD","12415305","Active","Private limited company","","","","70229","90 New Town Row Second Floor Birmingham B6 4HZ","B6 4HZ","70","2020","1","21","","","","52.4917316","-1.8960056",
"ARMINSHAFA PROPERTY LTD","11491544","Active","Private limited company","","","","68209","133 Tame Road Witton Birmingham B6 7DG","B6 7DG","68","2018","7","31","","","","52.511407399999996","-1.8791997999999999",
"RAW SOLUTIONZ LIMITED","7383797","Active","Private limited company","","","","62090","Telsen Industrial Centre 55 Thomas Street Unit 310 Telsen Industrial Centre Birmingham B6 4TN","B6 4TN","62","2010","9","22","","","","52.4956871","-1.8886405",
"LUV PROGRAMS LTD","13375458","Active","Private limited company","","","","85600","Listen Uplift Vent Cic Legacy Coe 144 Potters Lane Birmingham B6 4UU","B6 4UU","85","2021","5","4","","","","52.49910257142857","-1.894530857142857",
"BEAUTELLE LTD","7264795","Active","Private limited company","","","","99999","Beautelle  Manufacturing Centre Moor Lane Birmingham B6 7HH","B6 7HH","99","2010","5","25","","","","52.52438600000001","-1.8822978",
"IAFFINITY LTD","10803170","Active","Private limited company","","","","96090","48 Lodge Road Aston Birmingham B6 6LU","B6 6LU","96","2017","6","5","","","","52.507510714285715","-1.8931671428571428",
"FIT PRO DONE FOR YOU DIGITAL MARKETING LIMITED","9982227","Active","Private limited company","","","","74909","90 New Town Row Aston Birmingham B6 4HZ","B6 4HZ","74","2016","2","2","","","","52.4917316","-1.8960056",
"NJH CONSULTANCY & MARKETING LTD","11847346","Active","Private limited company","","","","70229","90 New Town Row Aston Birmingham B6 4HZ","B6 4HZ","70","2019","2","26","","","","52.4917316","-1.8960056",
"FINCHER HOLDINGS LIMITED","10058549","Active","Private limited company","","","","64209","Unit 2 Pavilion Drive Off Holford Drive Birmingham B6 7BB","B6 7BB","64","2016","3","11","","","","52.51910266666666","-1.8880665833333332",
"SPINE SHAFA LTD","7290009","Active","Private limited company","","","","86210","133 Tame Road Birmingham B6 7DG","B6 7DG","86","2010","6","21","","","","52.511407399999996","-1.8791997999999999",
"UNIQUE SOLUTIONS PLUMBING AND GAS LIMITED","12652215","Active","Private limited company","","","","43220","106 Victoria Road Aston Birmingham B6 5HG","B6 5HG","43","2020","6","8","","","","52.50256677777777","-1.893113888888889",
"DELUXE DESIRE LIMITED","11060394","Active","Private limited company","","","","96090","Unit B2 Salford Street Birmingham B6 7SH","B6 7SH","96","2017","11","13","","","","52.5056924","-1.8659943",
"CHARLES JORDAN (CLIFFORD ST) LTD","11986532","Active","Private limited company","","","","41100 68209","87 Bracebridge Street Birmingham B6 4PJ","B6 4PJ","41 68","2019","5","9","","","","52.49470192307692","-1.890639038461539",
"ALPHENA TECH LTD","11789225","Active","Private limited company","","","","47910","147 Church Lane Aston Birmingham B6 5UG","B6 5UG","47","2019","1","25","","","","52.50237616666667","-1.8772321666666667",
"R&J SUPERSTORE LTD","13461113","Active","Private limited company","","","","47110","133 Tame Road Birmingham B6 7DG","B6 7DG","47","2021","6","16","","","","52.511407399999996","-1.8791997999999999",
"SMART CHOICE ENERGY LTD","11826087","Active","Private limited company","","","","82990","133 Tame Road Birmingham B6 7DG","B6 7DG","82","2019","2","14","","","","52.511407399999996","-1.8791997999999999",
"FEED MY CREATIVE CIC","11180763","Active","Private limited by guarantee without share capital","Community Interest Company (CIC)","","","13990 85590 90030","The Telson Centre Unit 227 55 Thomas Street Birmingham B6 4TN","B6 4TN","13 85 90","2018","1","31","","","","52.49578208333333","-1.8886511666666668",
"OLIVER'S MEN'S HAIRDRESSING LIMITED","7198714","Active","Private limited company","","","","47750 96020","Aston And Fincher Unit 2 Pavilion Drive Holford Birmingham B6 7BB","B6 7BB","47 96","2010","3","23","","","","52.51910266666666","-1.8880665833333332",
"QSAM LIMITED","7969509","Active","Private limited company","","","","74909","Office B6 1st Floor Lodge House Cow Lane Burnley BB11 1NN","B11 1NN","74","2012","2","29","","","","53.78924","-2.2474",
"CHURCHGATE PROPERTY SERVICES LIMITED","6363160","Active","Private limited company","","","","55100 68100 68209","87 Bracebridge Street Birmingham B6 4PJ","B6 4PJ","55 68 ","2007","9","6","","","","52.49470192307692","-1.890639038461539",
"STANFIELD CARE SERVICES GROUP LTD","11993559","Active","Private limited company","","","","84120","6 Cuckoo Wharf 435 Litchfield Road Aston Birmingham B6 7SS","B6 7SS","84","2019","5","14","","","","52.5062396","-1.8673743999999999",
"ASTON VILLA LIMITED","46572","Active","Private limited company","","","","93120","Villa Park Birmingham B6 6HE","B6 6HE","93","1896","1","18","","","","52.50904937931035","-1.8851134482758618",
"IB ENGINEERING LTD","8548649","Active","Private limited company","","","","70229 79110","67 Witton Road Aston Birmingham B6 6JN","B6 6JN","70 79","2013","5","30","","","","52.504251","-1.8954276",
"ASTON VILLA SOCIAL ENTERPRISE CIC","5912677","Active","Private limited company","Community Interest Company (CIC)","","","93199","Aston Villa Football Club Plc Trinity Road Birmingham B6 6HE","B6 6HE","93","2006","8","22","","","","52.50904937931035","-1.8851134482758618",
"ASTON VILLA FC LIMITED","2502822","Active","Private limited company","","","","93120","Villa Park Trinity Road Birmingham B6 6HE","B6 6HE","93","1990","5","17","","","","52.50904937931035","-1.8851134482758618",
"NSWE UK LIMITED","10176070","Active","Private limited company","","","","93120","Villa Park Trinity Road Birmingham B6 6HE","B6 6HE","93","2016","5","12","","","","52.50904937931035","-1.8851134482758618",
"SELWYN TRADING LIMITED","11059336","Active","Private limited company","","","","46900","23 Aston Brook Green Birmingham B6 4AS","B6 4AS","46","2017","11","10","","","","52.493750461538454","-1.8861353846153845",
"KT ENTERPRISE LTD","11597718","Active","Private limited company","","","","47520 47750 47789","133 Tame Road Birmingham B6 7DG","B6 7DG","47  ","2018","10","1","","","","52.511407399999996","-1.8791997999999999",
"WANIA BASE GENERAL TRADING LIMITED","12044392","Active","Private limited company","","","","46370 46420 47710 47910","Office 101& 102  Spacebox Business Park 32-34 Plume Street Birmingham B6 7RT","B6 7RT","46  47 ","2019","6","11","","","","52.5046865","-1.867292",
"BIG ON TIME LTD","11842657","Active","Private limited company","","","","33120","81 Camborne Close Birmingham B6 5ER","B6 5ER","33","2019","2","22","","","","52.5005136","-1.8926028000000001",
"HOLISTIVITA LIMITED","12458763","Active","Private limited company","","","","46450","Radio House Aston Road North Birmingham B6 4DA","B6 4DA","46","2020","2","12","","","","52.497468600000005","-1.884134",
"EDMAR PRESS TOOLS LIMITED","1692443","Active","Private limited company","","","","25730","457 Lichfield Road Aston Birmingham B6 7SS","B6 7SS","25","1983","1","19","","","","52.507068100000005","-1.8648373000000003",
"BIRMINGHAM WHOLESALE MARKET COMPANY LIMITED","9621110","Active","Private limited company","","","","81100","Unit 7 Nobel Way The Hub Birmingham B6 7EU","B6 7EU","81","2015","6","3","","","","52.5135","-1.8857386666666665",
"CUCKOO WHARF (MANAGEMENT) LIMITED","2914889","Active","Private limited company","","","","68209","Suite 3 Cuckoo Wharf Ground Floor 427 Lichfield Road Aston Birmingham B6 7SS","B6 7SS","68","1994","3","30","","","","52.506933","-1.8661342",
"H BELLINGHAM LIMITED","6857400","Active","Private limited company","","","","46320","Unit 68 Birmingham Wholesale Market The Hub, Nobel Way Witton Birmingham B6 7EU","B6 7EU","46","2009","3","24","","","","52.516041518181815","-1.8868997818181816",
"ACCIDENT & INJURY ASSOCIATES LIMITED","7660958","Active","Private limited company","","","","64999","293 Witton Road Aston Birmingham B6 6NT","B6 6NT","64","2011","6","7","","","","52.50991883333334","-1.8889571666666667",
"GOLDING RHULE CLEANING LTD","12583926","Active","Private limited company","","","","96090","22 Lodge Road Aston Birmingham B6 6LU","B6 6LU","96","2020","5","4","","","","52.507510714285715","-1.8931671428571428",
"FLYING HORSE LEICESTER LTD","12072869","Active","Private limited company","","","","56101 56103","108 Victoria Road Aston Birmingham B6 5HG","B6 5HG","56 ","2019","6","27","","","","52.50256677777777","-1.893113888888889",
"YO YO SERVICES ASTON LIMITED","9659040","Active","Private limited company","","","","56210 96090","267-269 Witton Road Birmingham B6 6NT","B6 6NT","56 96","2015","6","26","","","","52.50991883333334","-1.8889571666666667",
"MAHDI TRAVEL & TOURS LTD","11823002","Active","Private limited company","","","","56102 56103 96090","200 Witton Road Birmingham B6 6JR","B6 6JR","56  96","2019","2","12","","","","52.50769929411765","-1.8918942941176469",
"HAM, CHEESE & PICKLE LIMITED","7154526","Active","Private limited company","","","","70100","Aston And Fincher Unit 2 Pavilion Drive Holford Birmingham B6 7BB","B6 7BB","70","2010","2","11","","","","52.51910266666666","-1.8880665833333332",
"NVA TRADING LIMITED","12703337","Active","Private limited company","","","","41100 41201","Unit 12 Tame Road Industrial Estate Tame Road Birmingham B6 7HS","B6 7HS","41 ","2020","6","29","","","","52.509233949999995","-1.8756922453393727",
"ASTON PAVILION COMMUNITY INTEREST COMPANY","13248329","Active","Private limited by guarantee without share capital","Community Interest Company (CIC)","","","88990","459 Lichfield Road Birmingham B6 7SS","B6 7SS","88","2021","3","5","","","","52.507068100000005","-1.8648373000000003",
"MOVIEBOX MANAGEMENT LIMITED","8437802","Active","Private limited company","","","","90010","351 Lichfield Road Birmingham B6 7ST","B6 7ST","90","2013","3","11","","","","52.504350555555554","-1.8703082222222223",
"FARGON LTD","11773582","Active","Private limited company","","","","47599","Unit 2a Tame Road Industrial Estate Tame Road Birmingham B6 7HS","B6 7HS","47","2019","1","17","","","","52.50967427142857","-1.8763684",
"CHANDLERS BREWERY LIMITED","2479865","Active","Private limited company","","","","56302","382 Aston Lane Witton Birmingham B6 6QN","B6 6QN","56","1990","3","12","","","","52.512214461538456","-1.8874132307692308",
"MORRIS FABRICATIONS LTD","6530694","Active","Private limited company","","","","25990","56 Plume Street Birmingham B6 7RT","B6 7RT","25","2008","3","11","","","","52.503882","-1.8691876",
"ELOQUENT PRAISE & EMPOWERMENT DANCE COMPANY CIC","10404870","Active","Private limited by guarantee without share capital","Community Interest Company (CIC)","","","85510 88990 90010 93130","Eloquent Arts Centre 41 Lichfield Road Birmingham B6 5RW","B6 5RW","85 88 90 93","2016","10","1","","","","52.498431000000004","-1.8831725",
"EYOTO GROUP LIMITED","8816263","Active","Private limited company","","","","86900","Unit 2 Mill Street Birmingham B6 4BS","B6 4BS","86","2013","12","16","","","","52.490697142857144","-1.888194714285714",
"WE BUY THAT CAR LIMITED","9616329","Active","Private limited company","","","","45190 45200 82990 96090","351 Lichfield Road Aston Birmingham B6 7ST","B6 7ST","45  82 96","2015","6","1","","","","52.504350555555554","-1.8703082222222223",
"CHARLES JORDAN (HINCKLEY) LTD","12076748","Active","Private limited company","","","","41100 68100","87 Bracebridge Street Birmingham B6 4PJ","B6 4PJ","41 68","2019","7","1","","","","52.49470192307692","-1.890639038461539",
